rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
3560,Spine Deform,Spine deformity,1,1948,0.000513
3561,J Comp Neurol,The Journal of comparative neurology,2,3898,0.000513
3562,Acta Anaesthesiol Scand,Acta anaesthesiologica Scandinavica,2,3921,0.000510
3563,Brachytherapy,Brachytherapy,1,1962,0.000510
3564,Anim Cogn,Animal cognition,1,1963,0.000509
3565,Arq Neuropsiquiatr,Arquivos de neuro-psiquiatria,2,3931,0.000509
3566,Scand J Clin Lab Invest,Scandinavian journal of clinical and laboratory investigation,1,1966,0.000509
3567,J Imaging,Journal of imaging,1,1967,0.000508
3568,Z Gastroenterol,Zeitschrift fur Gastroenterologie,1,1975,0.000506
3569,Arch Gynecol Obstet,Archives of gynecology and obstetrics,4,7908,0.000506
3570,Anat Rec (Hoboken),"Anatomical record (Hoboken, N.J. : 2007)",2,3956,0.000506
3571,Clin Drug Investig,Clinical drug investigation,1,1985,0.000504
3572,J Obstet Gynaecol Can,Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC,2,3972,0.000504
3573,J Int Neuropsychol Soc,Journal of the International Neuropsychological Society : JINS,1,1989,0.000503
3574,World J Urol,World journal of urology,3,6006,0.000500
3575,Hepatobiliary Pancreat Dis Int,Hepatobiliary & pancreatic diseases international : HBPD INT,1,2002,0.000500
3576,Am J Clin Pathol,American journal of clinical pathology,2,4007,0.000499
3577,Ann Agric Environ Med,Annals of agricultural and environmental medicine : AAEM,1,2004,0.000499
3578,Indian J Nephrol,Indian journal of nephrology,1,2010,0.000498
3579,Zhonghua Wai Ke Za Zhi,Zhonghua wai ke za zhi [Chinese journal of surgery],2,4023,0.000497
3580,Can J Microbiol,Canadian journal of microbiology,1,2013,0.000497
3581,Chirurgia (Bucur),"Chirurgia (Bucharest, Romania : 1990)",1,2013,0.000497
3582,Pract Neurol,Practical neurology,1,2014,0.000497
3583,Res Dev Disabil,Research in developmental disabilities,2,4033,0.000496
3584,Annu Int Conf IEEE Eng Med Biol Soc,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,15,30524,0.000491
3585,Indian J Pharmacol,Indian journal of pharmacology,1,2042,0.000490
3586,Mycopathologia,Mycopathologia,1,2042,0.000490
3587,Arch Sex Behav,Archives of sexual behavior,2,4091,0.000489
3588,J Anxiety Disord,Journal of anxiety disorders,1,2050,0.000488
3589,Pharmacoeconomics,PharmacoEconomics,1,2050,0.000488
3590,J Pediatr (Rio J),Jornal de pediatria,1,2052,0.000487
3591,Front Surg,Frontiers in surgery,3,6158,0.000487
3592,Pediatr Neonatol,Pediatrics and neonatology,1,2054,0.000487
3593,Zhonghua Yi Xue Za Zhi,Zhonghua yi xue za zhi,6,12326,0.000487
3594,Front Comput Neurosci,Frontiers in computational neuroscience,1,2056,0.000486
3595,Stud Health Technol Inform,Studies in health technology and informatics,8,16467,0.000486
3596,J Phycol,Journal of phycology,1,2062,0.000485
3597,Postgrad Med,Postgraduate medicine,1,2064,0.000484
3598,Metallomics,Metallomics : integrated biometal science,1,2066,0.000484
3599,Eur J Sport Sci,European journal of sport science,1,2068,0.000484
3600,J Cardiovasc Surg (Torino),The Journal of cardiovascular surgery,1,2071,0.000483
3601,Neonatology,Neonatology,1,2075,0.000482
3602,Arch Pathol Lab Med,Archives of pathology & laboratory medicine,2,4174,0.000479
3603,Anaerobe,Anaerobe,1,2091,0.000478
3604,Neuropsychologia,Neuropsychologia,3,6274,0.000478
3605,Nihon Yakurigaku Zasshi,Nihon yakurigaku zasshi. Folia pharmacologica Japonica,1,2094,0.000478
3606,J Dent Sci,Journal of dental sciences,1,2096,0.000477
3607,Pediatrics,Pediatrics,7,14693,0.000476
3608,Cryobiology,Cryobiology,1,2107,0.000475
3609,Lancet Glob Health,The Lancet. Global health,2,4223,0.000474
3610,J Fam Psychol,Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43),1,2113,0.000473
3611,Wei Sheng Wu Xue Bao,Wei sheng wu xue bao = Acta microbiologica Sinica,1,2114,0.000473
3612,N C Med J,North Carolina medical journal,1,2115,0.000473
3613,Proc SPIE Int Soc Opt Eng,Proceedings of SPIE--the International Society for Optical Engineering,1,2121,0.000471
3614,J Hand Surg Eur Vol,"The Journal of hand surgery, European volume",2,4249,0.000471
3615,Toxicol In Vitro,Toxicology in vitro : an international journal published in association with BIBRA,2,4252,0.000470
3616,J Radiat Res,Journal of radiation research,1,2129,0.000470
3617,J Appl Physiol (1985),"Journal of applied physiology (Bethesda, Md. : 1985)",4,8552,0.000468
3618,Cancer Radiother,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,1,2146,0.000466
3619,J Med Ethics,Journal of medical ethics,2,4298,0.000465
3620,Xenobiotica,Xenobiotica; the fate of foreign compounds in biological systems,1,2150,0.000465
3621,World J Gastrointest Surg,World journal of gastrointestinal surgery,1,2158,0.000463
3622,Recenti Prog Med,Recenti progressi in medicina,1,2159,0.000463
3623,Arch Dermatol,Archives of dermatology,1,2163,0.000462
3624,Toxicol Rep,Toxicology reports,1,2165,0.000462
3625,Virus Genes,Virus genes,1,2168,0.000461
3626,Int J Dermatol,International journal of dermatology,4,8675,0.000461
3627,Gene Ther,Gene therapy,1,2173,0.000460
3628,Matern Child Nutr,Maternal & child nutrition,1,2174,0.000460
3629,Oral Surg Oral Med Oral Pathol Oral Radiol Endod,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",1,2174,0.000460
3630,Child Care Health Dev,"Child: care, health and development",1,2185,0.000458
3631,S D Med,South Dakota medicine : the journal of the South Dakota State Medical Association,1,2194,0.000456
3632,Klin Lab Diagn,Klinicheskaia laboratornaia diagnostika,1,2202,0.000454
3633,J Pediatr Orthop,Journal of pediatric orthopedics,2,4412,0.000453
3634,AAPS J,The AAPS journal,1,2207,0.000453
3635,J Vasc Surg,Journal of vascular surgery,5,11055,0.000452
3636,Biotechnol Lett,Biotechnology letters,2,4432,0.000451
3637,Zhongguo Ying Yong Sheng Li Xue Za Zhi,Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,1,2216,0.000451
3638,Pathol Int,Pathology international,1,2218,0.000451
3639,Biosci Biotechnol Biochem,"Bioscience, biotechnology, and biochemistry",3,6655,0.000451
3640,Cancer Cell Int,Cancer cell international,2,4438,0.000451
3641,Indian J Surg Oncol,Indian journal of surgical oncology,1,2219,0.000451
3642,Protoplasma,Protoplasma,1,2221,0.000450
3643,Chimia (Aarau),Chimia,1,2229,0.000449
3644,J Pediatr Psychol,Journal of pediatric psychology,1,2230,0.000448
3645,Surgery,Surgery,4,8940,0.000447
3646,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,2,4473,0.000447
3647,Dev Sci,Developmental science,1,2241,0.000446
3648,Vet Res Commun,Veterinary research communications,1,2244,0.000446
3649,Am J Primatol,American journal of primatology,1,2252,0.000444
3650,Surg Infect (Larchmt),Surgical infections,1,2259,0.000443
3651,J Neurosci Rural Pract,Journal of neurosciences in rural practice,1,2261,0.000442
3652,J Math Biol,Journal of mathematical biology,1,2266,0.000441
3653,Curr Opin Anaesthesiol,Current opinion in anaesthesiology,1,2267,0.000441
3654,Breastfeed Med,Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,1,2269,0.000441
3655,Pak J Pharm Sci,Pakistan journal of pharmaceutical sciences,2,4543,0.000440
3656,Vet Res,Veterinary research,1,2272,0.000440
3657,J Tissue Eng Regen Med,Journal of tissue engineering and regenerative medicine,1,2274,0.000440
3658,Glob Health Action,Global health action,1,2277,0.000439
3659,Immunotherapy,Immunotherapy,1,2280,0.000439
3660,Biotechnol Adv,Biotechnology advances,1,2291,0.000436
3661,Clin Lung Cancer,Clinical lung cancer,1,2291,0.000436
3662,Anal Biochem,Analytical biochemistry,3,6885,0.000436
3663,Health Psychol,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",1,2302,0.000434
3664,J Med Life,Journal of medicine and life,1,2302,0.000434
3665,Ticks Tick Borne Dis,Ticks and tick-borne diseases,1,2304,0.000434
3666,J Knee Surg,The journal of knee surgery,1,2307,0.000433
3667,Circ Cardiovasc Qual Outcomes,Circulation. Cardiovascular quality and outcomes,1,2313,0.000432
3668,Autism,Autism : the international journal of research and practice,1,2319,0.000431
3669,J R Soc Interface,"Journal of the Royal Society, Interface",2,4646,0.000430
3670,Arq Bras Oftalmol,Arquivos brasileiros de oftalmologia,1,2352,0.000425
3671,BMJ Support Palliat Care,BMJ supportive & palliative care,1,2354,0.000425
3672,J R Soc Med,Journal of the Royal Society of Medicine,1,2357,0.000424
3673,J Antibiot (Tokyo),The Journal of antibiotics,1,2359,0.000424
3674,Cardiol J,Cardiology journal,1,2367,0.000422
3675,Clin Adv Hematol Oncol,Clinical advances in hematology & oncology : H&O,1,2368,0.000422
3676,Histopathology,Histopathology,2,4741,0.000422
3677,Cytometry A,Cytometry. Part A : the journal of the International Society for Analytical Cytology,1,2374,0.000421
3678,Hum Gene Ther,Human gene therapy,1,2376,0.000421
3679,Int J Prev Med,International journal of preventive medicine,1,2379,0.000420
3680,Trends Biotechnol,Trends in biotechnology,1,2388,0.000419
3681,Med Oral Patol Oral Cir Bucal,"Medicina oral, patologia oral y cirugia bucal",1,2396,0.000417
3682,Zhonghua Bing Li Xue Za Zhi,Zhonghua bing li xue za zhi = Chinese journal of pathology,2,4794,0.000417
3683,Surg Obes Relat Dis,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,2,4802,0.000416
3684,Tidsskr Nor Laegeforen,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",4,9615,0.000416
3685,Am Psychol,The American psychologist,1,2415,0.000414
3686,Vaccines (Basel),Vaccines,4,9675,0.000413
3687,Turk J Pediatr,The Turkish journal of pediatrics,1,2420,0.000413
3688,JAMA Surg,JAMA surgery,2,4843,0.000413
3689,Int J Clin Pract,International journal of clinical practice,2,4862,0.000411
3690,Clin J Oncol Nurs,Clinical journal of oncology nursing,1,2447,0.000409
3691,Fish Physiol Biochem,Fish physiology and biochemistry,1,2453,0.000408
3692,J Clin Psychol,Journal of clinical psychology,1,2456,0.000407
3693,Trends Ecol Evol,Trends in ecology & evolution,1,2460,0.000407
3694,Mitochondrial DNA A DNA Mapp Seq Anal,"Mitochondrial DNA. Part A, DNA mapping, sequencing, and analysis",1,2462,0.000406
3695,Blood Coagul Fibrinolysis,Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,1,2464,0.000406
3696,J Adolesc,Journal of adolescence,1,2464,0.000406
3697,Qual Life Res,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",2,4933,0.000405
3698,J Pain Symptom Manage,Journal of pain and symptom management,2,4947,0.000404
3699,Occup Med (Lond),"Occupational medicine (Oxford, England)",1,2491,0.000401
3700,Healthcare (Basel),"Healthcare (Basel, Switzerland)",6,14947,0.000401
3701,Expert Opin Investig Drugs,Expert opinion on investigational drugs,1,2496,0.000401
3702,Pediatr Infect Dis J,The Pediatric infectious disease journal,3,7516,0.000399
3703,Curr Med Res Opin,Current medical research and opinion,2,5025,0.000398
3704,Iran J Basic Med Sci,Iranian journal of basic medical sciences,1,2513,0.000398
3705,EuroIntervention,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2,5028,0.000398
3706,Int J Tuberc Lung Dis,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2,5030,0.000398
3707,J Small Anim Pract,The Journal of small animal practice,1,2520,0.000397
3708,Mini Rev Med Chem,Mini reviews in medicinal chemistry,1,2530,0.000395
3709,Coll Antropol,Collegium antropologicum,1,2532,0.000395
3710,Invest New Drugs,Investigational new drugs,1,2532,0.000395
3711,Curr Oncol,"Current oncology (Toronto, Ont.)",2,5085,0.000393
3712,J Perinat Med,Journal of perinatal medicine,1,2547,0.000393
3713,Eur J Ophthalmol,European journal of ophthalmology,2,5099,0.000392
3714,Curr Opin Struct Biol,Current opinion in structural biology,1,2553,0.000392
3715,J Pers Soc Psychol,Journal of personality and social psychology,1,2555,0.000391
3716,Am J Physiol Regul Integr Comp Physiol,"American journal of physiology. Regulatory, integrative and comparative physiology",2,5114,0.000391
3717,Indian J Med Microbiol,Indian journal of medical microbiology,1,2557,0.000391
3718,Lab Anim (NY),Lab animal,1,2568,0.000389
3719,Bioact Mater,Bioactive materials,1,2569,0.000389
3720,Acta Cardiol,Acta cardiologica,1,2571,0.000389
3721,Chin J Integr Med,Chinese journal of integrative medicine,1,2574,0.000389
3722,Rev Mal Respir,Revue des maladies respiratoires,1,2576,0.000388
3723,Gen Hosp Psychiatry,General hospital psychiatry,1,2577,0.000388
3724,Clin Vaccine Immunol,Clinical and vaccine immunology : CVI,1,2585,0.000387
3725,Appl Microbiol Biotechnol,Applied microbiology and biotechnology,5,13002,0.000385
3726,J Forensic Leg Med,Journal of forensic and legal medicine,1,2613,0.000383
3727,Int J Behav Nutr Phys Act,The international journal of behavioral nutrition and physical activity,1,2621,0.000382
3728,Dis Colon Rectum,Diseases of the colon and rectum,2,5247,0.000381
3729,Case Rep Oncol,Case reports in oncology,1,2625,0.000381
3730,J Cell Sci,Journal of cell science,3,7878,0.000381
3731,Phytochemistry,Phytochemistry,2,5258,0.000380
3732,Turk Neurosurg,Turkish neurosurgery,1,2629,0.000380
3733,J Insect Physiol,Journal of insect physiology,1,2642,0.000379
3734,J Strength Cond Res,Journal of strength and conditioning research,3,7929,0.000378
3735,Technol Health Care,Technology and health care : official journal of the European Society for Engineering and Medicine,1,2644,0.000378
3736,Hua Xi Kou Qiang Yi Xue Za Zhi,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology,1,2653,0.000377
3737,Med Clin (Barc),Medicina clinica,3,7963,0.000377
3738,J Fish Biol,Journal of fish biology,2,5360,0.000373
3739,Angle Orthod,The Angle orthodontist,1,2689,0.000372
3740,Kardiol Pol,Kardiologia polska,2,5386,0.000371
3741,J Glob Antimicrob Resist,Journal of global antimicrobial resistance,1,2696,0.000371
3742,Auris Nasus Larynx,"Auris, nasus, larynx",1,2699,0.000371
3743,J Vet Med Sci,The Journal of veterinary medical science,2,5438,0.000368
3744,J Surg Res,The Journal of surgical research,4,10895,0.000367
3745,J Orthop,Journal of orthopaedics,1,2737,0.000365
3746,J Pharmacol Exp Ther,The Journal of pharmacology and experimental therapeutics,2,5494,0.000364
3747,Altern Ther Health Med,Alternative therapies in health and medicine,1,2754,0.000363
3748,Int Braz J Urol,International braz j urol : official journal of the Brazilian Society of Urology,1,2757,0.000363
3749,Microbiol Res,Microbiological research,1,2759,0.000362
3750,Turk Kardiyol Dern Ars,Turk Kardiyoloji Dernegi arsivi : Turk Kardiyoloji Derneginin yayin organidir,1,2771,0.000361
3751,J Anim Physiol Anim Nutr (Berl),Journal of animal physiology and animal nutrition,1,2772,0.000361
3752,J Dermatolog Treat,The Journal of dermatological treatment,1,2800,0.000357
3753,J Med Chem,Journal of medicinal chemistry,6,16814,0.000357
3754,Zhongguo Zhong Yao Za Zhi,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,5,14093,0.000355
3755,Indian J Psychiatry,Indian journal of psychiatry,1,2836,0.000353
3756,Steroids,Steroids,1,2856,0.000350
3757,Expert Opin Biol Ther,Expert opinion on biological therapy,1,2860,0.000350
3758,J Neuroophthalmol,Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society,1,2866,0.000349
