rank_volume,journal_key,full_title,gwas_hits,total_articles,fraction_gwas,meets_min_total
19055,Pasonariti Kenkyu,Pasonariti kenkyu,0,1,0.000000,N
19056,Past Present,Past & present,0,20,0.000000,N
19057,Pastor Care Educ,Pastoral care in education,0,2,0.000000,N
19058,Pastoral Psychol,Pastoral psychology,0,49,0.000000,N
19059,Pastoralism,"Pastoralism : research, policy and practice",0,20,0.000000,N
19060,Patch Based Tech Med Imaging (2015),"Patch-based techniques in medical imaging : First International Workshop, Patch-MI 2015, held in conjunction with MICCAI 2015, Munich, Germany, October 9, 2015, revised selected papers. Patch-MI (Workshop) (1st : 2015 : Munich, Germany)",0,5,0.000000,N
19061,Patch Based Tech Med Imaging (2016),"Patch-based techniques in medical imaging : Second International Workshop, Patch-MI 2016, held in conjunction with MICCAI 2016, Athens, Greece, October 17, 2016 : proceedings. Patch-MI (Workshop) (2nd : 2016 : Athens, Greece)",0,5,0.000000,N
19062,Patch Based Tech Med Imaging (2017),"Patch-based techniques in medical imaging : third International Workshop, Patch-MI 2017, held in conjunction with MICCAI 2017, Quebec City, QC, Canada, September 14, 2017, Proceedings. Patch-MI (Workshop) (3rd : 2017 : Quebec, Quebec)",0,5,0.000000,N
19063,Patch Based Tech Med Imaging (2018),"Patch-based techniques in medical imaging : 4th international workshop, Patch-MI 2018, held in conjunction with MICCAI 2018, Granada, Spain, September 20, 2018 : proceedings. Patch-MI (Workshop) (4th : 2018 : Granada, Spain)",0,2,0.000000,N
19064,Pathobiol Aging Age Relat Dis,Pathobiology of aging & age related diseases,0,65,0.000000,Y
19065,Pathog Immun,Pathogens & immunity,0,201,0.000000,Y
19066,Pathogenetics,PathoGenetics,0,15,0.000000,N
19067,Pathol Case Rev,Pathology case reviews,0,1,0.000000,N
19068,Pathol Discov,Pathology discovery,0,1,0.000000,N
19069,Pathol Lab Med Int,Pathology and laboratory medicine international,0,1,0.000000,N
19070,Pathologica,Pathologica,0,776,0.000000,Y
19071,Pathologie (Heidelb),"Pathologie (Heidelberg, Germany)",0,429,0.000000,Y
19072,Pathophysiol Haemost Thromb,Pathophysiology of haemostasis and thrombosis,0,63,0.000000,Y
19073,Pathophysiology,Pathophysiology : the official journal of the International Society for Pathophysiology,0,744,0.000000,Y
19074,Patient,The patient,0,920,0.000000,Y
19075,Patient Educ Couns,Patient education and counseling,0,5891,0.000000,Y
19076,Patient Exp J,Patient experience journal,0,8,0.000000,N
19077,Patient Intell,Patient intelligence,0,1,0.000000,N
19078,Patient Prefer Adherence,Patient preference and adherence,0,3412,0.000000,Y
19079,Patient Relat Outcome Meas,Patient related outcome measures,0,359,0.000000,Y
19080,Patient Saf (Harrisbg),"Patient safety (Harrisburg, Pa.)",0,1,0.000000,N
19081,Patient Saf Surg,Patient safety in surgery,0,643,0.000000,Y
19082,Patol Fiziol Eksp Ter,Patologicheskaia fiziologiia i eksperimental'naia terapiia,0,542,0.000000,Y
19083,Pattern Anal Appl,Pattern analysis and applications : PAA,0,20,0.000000,N
19084,Pattern Recognit,Pattern recognition,0,123,0.000000,Y
19085,Pattern Recognit (2021),"Pattern Recognition : ICPR International Workshops and Challenges, virtual event, January 10-15, 2021, proceedings. Part I. International Conference on Pattern Recognition (25th : 2021 : Online)",0,2,0.000000,N
19086,Pattern Recognit DAGM,"Pattern recognition : ... DAGM Symposium, ... : proceedings. DAGM (Organization). Symposium",0,1,0.000000,N
19087,Pattern Recognit Lett,Pattern recognition letters,0,60,0.000000,Y
19088,Patterns Prejudice,Patterns of prejudice,0,8,0.000000,N
19089,Peabody J Educ,PJE. Peabody journal of education,0,8,0.000000,N
19090,Peace Confl,Peace and conflict : journal of peace psychology : the journal of the Division of Peace Psychology of the American Psychological Association,0,12,0.000000,N
19091,Peace Econ Peace Sci Public Policy,"Peace economics, peace science and public policy",0,1,0.000000,N
19092,Peacebuilding,Peacebuilding (Abingdon (England)),0,1,0.000000,N
19093,Ped Health,Pediatric health,0,8,0.000000,N
19094,PedActa (Cluj-Napoca),PedActa,0,1,0.000000,N
19095,Pedagog Cult Soc,"Pedagogy, culture & society",0,2,0.000000,N
19096,Pedagogy Health Promot,Pedagogy in health promotion,0,18,0.000000,N
19097,Pediatr Ann,Pediatric annals,0,2247,0.000000,Y
19098,Pediatr Asthma Allergy Immunol,"Pediatric asthma, allergy & immunology",0,4,0.000000,N
19099,Pediatr Care (Wilmington),"Pediatric care (Wilmington, Del.)",0,1,0.000000,N
19100,Pediatr Dent,Pediatric dentistry,0,1862,0.000000,Y
19101,Pediatr Dent J,Pediatric dental journal : international journal of Japanese Society of Pediatric Dentistry,0,4,0.000000,N
19102,Pediatr Dimens,Pediatric dimensions,0,2,0.000000,N
19103,Pediatr Emerg Care,Pediatric emergency care,0,5265,0.000000,Y
19104,Pediatr Emerg Med Pract,Pediatric emergency medicine practice,0,235,0.000000,Y
19105,Pediatr Endocrinol Diabetes Metab,"Pediatric endocrinology, diabetes, and metabolism",0,650,0.000000,Y
19106,Pediatr Exerc Sci,Pediatric exercise science,0,971,0.000000,Y
19107,Pediatr Gastroenterol Hepatol Nutr,"Pediatric gastroenterology, hepatology & nutrition",0,636,0.000000,Y
19108,Pediatr Med,"Pediatric medicine (Hong Kong, China)",0,17,0.000000,N
19109,Pediatr Med Chir,La Pediatria medica e chirurgica : Medical and surgical pediatrics,0,424,0.000000,Y
19110,Pediatr Neonatal Nurs,Pediatrics and neonatal nursing : open journal,0,2,0.000000,N
19111,Pediatr Neurol Briefs,Pediatric neurology briefs,0,175,0.000000,Y
19112,Pediatr Neurosurg,Pediatric neurosurgery,0,1301,0.000000,Y
19113,Pediatr Nurs,Pediatric nursing,0,585,0.000000,Y
19114,Pediatr Oncall,Pediatric oncall,0,1,0.000000,N
19115,Pediatr Open Sci,Pediatrics open science,0,8,0.000000,N
19116,Pediatr Pain Lett,Pediatric pain letter,0,1,0.000000,N
19117,Pediatr Phys Ther,Pediatric physical therapy : the official publication of the Section on Pediatrics of the American Physical Therapy Association,0,1560,0.000000,Y
19118,Pediatr Pol,Pediatria polska,0,2,0.000000,N
19119,Pediatr Pulmonol Suppl,Pediatric pulmonology. Supplement,0,3,0.000000,N
19120,Pediatr Qual Saf,Pediatric quality & safety,0,731,0.000000,Y
19121,Pediatr Radiol,Pediatric radiology,0,5425,0.000000,Y
19122,Pediatr Rev,Pediatrics in review,0,2228,0.000000,Y
19123,Pediatr Stroke,Pediatric stroke,0,2,0.000000,N
19124,Pediatr Ther,Pediatrics & therapeutics : current research,0,2,0.000000,N
19125,Pediatr Transplant,Pediatric transplantation,0,4066,0.000000,Y
19126,Pediatr eJ,Pediatric e-journal,0,1,0.000000,N
19127,Pediatric Health Med Ther,"Pediatric health, medicine and therapeutics",0,365,0.000000,Y
19128,Pedobiologia (Jena),Pedobiologia,0,7,0.000000,N
19129,Pedosphere,Pedosphere,0,1,0.000000,N
19130,Peer Community J,Peer community journal,0,12,0.000000,N
19131,Peer Peer Netw Appl,Peer-to-peer networking and applications,0,21,0.000000,N
19132,Peer Rev,Peer review : emerging trends and key debates in undergraduate education,0,2,0.000000,N
19133,PeerJ Anal Chem,PeerJ analytical chemistry,0,1,0.000000,N
19134,PeerJ Org Chem,PeerJ organic chemistry,0,1,0.000000,N
19135,PeerJ Phys Chem,PeerJ physical chemistry,0,2,0.000000,N
19136,PeerJ Prepr,PeerJ preprints,0,1,0.000000,N
19137,Peking Math J,Peking mathematical journal,0,1,0.000000,N
19138,Pelviperineology,Pelviperineology,0,2,0.000000,N
19139,Penn Dent J (Phila),The Penn dental journal,0,38,0.000000,N
19140,Penn GSE Perspect Urban Educ,Penn GSE perspectives on urban education,0,1,0.000000,N
19141,Pensam Educ,Pensamiento educativo : revista de investigacion educacional Latinoamericana,0,1,0.000000,N
19142,People Anim,"People and animals (West Lafayette, IN)",0,1,0.000000,N
19143,People Nat (Hoboken),"People and nature (Hoboken, N.J.)",0,12,0.000000,N
19144,Pept Sci (Hoboken),"Peptide science (Hoboken, N.J.)",0,33,0.000000,N
19145,Percept Mot Skills,Perceptual and motor skills,0,2702,0.000000,Y
19146,Percept Psychophys,Perception & psychophysics,0,269,0.000000,Y
19147,Perception,Perception,0,2101,0.000000,Y
19148,Perform Enhanc Health,Performance enhancement & health,0,6,0.000000,N
19149,Perform Nutr,Performance nutrition,0,1,0.000000,N
19150,Perform Prot Cloth Equip,Performance of protective clothing and equipment,0,1,0.000000,N
19151,Perform Res,Performance research,0,2,0.000000,N
19152,Perfusion,Perfusion,0,2555,0.000000,Y
19153,Perinat Preterm Paediatr Image Anal (2024),"Perinatal, preterm and paediatric image analysis : 9th international workshop, PIPPI 2024, held in conjunction with MICCAI 2024, Marrakesh, Morocco, October 6, 2024, proceedings",0,1,0.000000,N
19154,Perinat Preterm Paediatr Image Anal (2025),"Perinatal, preterm and paediatric image analysis (2025)",0,1,0.000000,N
19155,Period Biol,Periodicum biologorum,0,2,0.000000,N
19156,Period Math Hung,Periodica mathematica Hungarica,0,4,0.000000,N
19157,Perioper Care Oper Room Manag,Perioperative care and operating room management,0,46,0.000000,N
19158,Perioper Med (Lond),"Perioperative medicine (London, England)",0,660,0.000000,Y
19159,Perm J,The Permanente journal,0,1746,0.000000,Y
19160,Permafr Periglac Process,Permafrost and periglacial processes,0,5,0.000000,N
19161,Pers Individ Dif,Personality and individual differences,0,558,0.000000,Y
19162,Pers Med Oncol,Personalized medicine in oncology,0,1,0.000000,N
19163,Pers Psychol,Personnel psychology,0,2,0.000000,N
19164,Pers Relatsh,Personal Relationships,0,45,0.000000,N
19165,Pers Soc Psychol Bull,Personality & social psychology bulletin,0,2584,0.000000,Y
19166,Pers Soc Psychol Rev,"Personality and social psychology review : an official journal of the Society for Personality and Social Psychology, Inc",0,337,0.000000,Y
19167,Pers Ubiquitous Comput,Personal and ubiquitous computing,0,51,0.000000,Y
19168,Personal Disord,Personality disorders,0,852,0.000000,Y
19169,Personal Ment Health,Personality and mental health,0,463,0.000000,Y
19170,Personal Sci,Personality science,0,4,0.000000,N
19171,Persoonia,Persoonia,0,354,0.000000,Y
19172,Perspect (Am Probat Parole Assoc),Perspectives (American Probation and Parole Association),0,1,0.000000,N
19173,Perspect ASHA Spec Interest Groups,Perspectives of the ASHA special interest groups,0,92,0.000000,Y
19174,Perspect Augment altern commun,Perspectives on augmentative and alternative communication,0,2,0.000000,N
19175,Perspect Behav Sci,Perspectives on behavior science,0,332,0.000000,Y
19176,Perspect Bioet Am,Perspectivas bioeticas en las americas,0,1,0.000000,N
19177,Perspect Clin Res,Perspectives in clinical research,0,680,0.000000,Y
19178,Perspect Ecol Conserv,Perspectives in ecology and conservation,0,3,0.000000,N
19179,Perspect Fluen Fluen Disord,Perspectives on fluency and fluency disorders,0,1,0.000000,N
19180,Perspect Gerontol,Perspectives on gerontology,0,1,0.000000,N
19181,Perspect Health Inf Manag,Perspectives in health information managemen,0,371,0.000000,Y
19182,Perspect Hear Hear Disord Child,Perspectives on hearing and hearing disorders in childhood,0,1,0.000000,N
19183,Perspect Hear Hear Disord Res Res Diagn,Perspectives on hearing and hearing disorders. Research and research diagnostics,0,1,0.000000,N
19184,Perspect Infirm,Perspective infirmiere : revue officielle de l'Ordre des infirmieres et infirmiers du Quebec,0,995,0.000000,Y
19185,Perspect Lang Learn Educ,Perspectives on language learning and education,0,9,0.000000,N
19186,Perspect Lang Lit,Perspectives on language and literacy,0,5,0.000000,N
19187,Perspect Med Educ,Perspectives on medical education,0,924,0.000000,Y
19188,Perspect Med Virol,Perspectives in medical virology,0,5,0.000000,N
19189,Perspect Medicin Chem,Perspectives in medicinal chemistry,0,33,0.000000,N
19190,Perspect Neurophysiol Neurogenic Speech Lang Disord,Perspectives on neurophysiology and neurogenic speech and language disorders,0,3,0.000000,N
19191,Perspect Nutr Hum,Perspectivas en nutricion humana : organo de divulgacion academica de la Escuela de Nutricion y Dietetica de la Universidad de Antioquia,0,1,0.000000,N
19192,Perspect Plant Ecol Evol Syst,"Perspectives in plant ecology, evolution and systematics",0,7,0.000000,N
19193,Perspect Psychiatr Care,Perspectives in psychiatric care,0,1327,0.000000,Y
19194,Perspect Public Health,Perspectives in public health,0,1403,0.000000,Y
19195,Perspect Public Manag Gov,Perspectives on public management and governance,0,1,0.000000,N
19196,Perspect Sci,"Perspectives on science : historical, philosophical, social",0,2,0.000000,N
19197,Perspect Sci (Neth),Perspectives in science,0,1,0.000000,N
19198,Perspect Sex Reprod Health,Perspectives on sexual and reproductive health,0,547,0.000000,Y
19199,Perspect Soc Work (Houst),Perspectives on social work : the journal of the doctoral students of the University of Houston Graduate School of Social Work,0,1,0.000000,N
19200,Perspect Speech Sci Orofac Disord,Perspectives on speech science and orofacial disorders,0,3,0.000000,N
19201,Perspect Terror,"Perspectives on terrorism (Lowell, Mass.)",0,3,0.000000,N
19202,Perspect Undergrad Res Mentor,Perspectives on undergraduate research and mentoring : PURM,0,1,0.000000,N
19203,Perspect Vasc Surg Endovasc Ther,Perspectives in vascular surgery and endovascular therapy,0,370,0.000000,Y
19204,Perspectives,Perspectives (Gerontological Nursing Association (Canada)),0,40,0.000000,N
19205,Pervasive Disp 2017 (2017),"Pervasive Displays 2017 : the 6th ACM International Symposium on Pervasive Displays : proceedings : Lugano, Switzerland, June 7-9, 2017. International Symposium on Pervasive Displays (6th : 2017 : Lugano, Switzerland)",0,1,0.000000,N
19206,Pervasive Mob Comput,Pervasive and mobile computing,0,16,0.000000,N
19207,Pesqui Agropecu Bras,Pesquisa Agropecuaria Brasileira,0,1,0.000000,N
19208,Pesqui Bras Odontopediatria Clin Integr,Pesquisa brasileira em odontopediatria e clinica integrada,0,1,0.000000,N
19209,Pet Sci,Petroleum science,0,10,0.000000,N
19210,Pet Sci Technol,Petroleum science and technology,0,1,0.000000,N
19211,Pezcoller Found J,The Pezcoller Foundation journal : news from the Pezcoller Foundation world,0,1,0.000000,N
19212,Pflege,Pflege,0,886,0.000000,Y
19213,Pflege Z,Pflege Zeitschrift,0,1991,0.000000,Y
19214,Phage (New Rochelle),"PHAGE (New Rochelle, N.Y.)",0,174,0.000000,Y
19215,Pharm Anal Acta,Pharmaceutica analytica acta,0,7,0.000000,N
19216,Pharm Biol,Pharmaceutical biology,0,2945,0.000000,Y
19217,Pharm Bioprocess,Pharmaceutical bioprocessing,0,2,0.000000,N
19218,Pharm Chem J,Pharmaceutical chemistry journal,0,38,0.000000,N
19219,Pharm Dev Technol,Pharmaceutical development and technology,0,1983,0.000000,Y
19220,Pharm Front,Pharmaceutical frontiers,0,2,0.000000,N
19221,Pharm Hist,Pharmacy in history,0,88,0.000000,Y
19222,Pharm Hist (Lond),Pharmaceutical historian,0,134,0.000000,Y
19223,Pharm Hist Aust,Pharmacy history Australia : the newsletter of the Australian Academy of the History of Pharmacy,0,5,0.000000,N
19224,Pharm Methods,Pharmaceutical methods,0,82,0.000000,Y
19225,Pharm Nanotechnol,Pharmaceutical nanotechnology,0,430,0.000000,Y
19226,Pharm Outsourcing,Pharmaceutical outsourcing,0,1,0.000000,N
19227,Pharm Pat Anal,Pharmaceutical patent analyst,0,483,0.000000,Y
19228,Pharm Pharmacol Int J,Pharmacy & pharmacology international journal,0,3,0.000000,N
19229,Pharm Pract (Granada),Pharmacy practice,0,777,0.000000,Y
19230,Pharm Regul Aff,Pharmaceutical regulatory affairs : open access,0,3,0.000000,N
19231,Pharm Rev,Pharmaceutical reviews,0,3,0.000000,N
19232,Pharm Sci Adv,Pharmaceutical science advances,0,85,0.000000,Y
19233,Pharm Stat,Pharmaceutical statistics,0,1171,0.000000,Y
19234,Pharm Technol Hosp Pharm,Pharmaceutical technology in hospital pharmacy,0,1,0.000000,N
19235,Pharm Unserer Zeit,Pharmazie in unserer Zeit,0,455,0.000000,Y
19236,Pharm World Sci,Pharmacy world & science : PWS,0,360,0.000000,Y
19237,PharmaNutrition,PharmaNutrition,0,10,0.000000,N
19238,Pharmaceut Med,Pharmaceutical medicine,0,317,0.000000,Y
19239,PharmacoEcon Outcomes News,PharmacoEconomics & outcomes news,0,87,0.000000,Y
19240,Pharmacoecon Open,PharmacoEconomics - open,0,621,0.000000,Y
19241,Pharmacoepidemiol Drug Saf,Pharmacoepidemiology and drug safety,0,3556,0.000000,Y
19242,Pharmacoepidemiology,Pharmacoepidemiology,0,3,0.000000,N
19243,Pharmacogn Mag,Pharmacognosy magazine,0,1051,0.000000,Y
19244,Pharmacogn Rev,Pharmacognosy reviews,0,184,0.000000,Y
19245,Pharmacognosy Res,Pharmacognosy research,0,515,0.000000,Y
19246,Pharmacol Drug Dev Ther,"Pharmacology, drug development & therapeutics",0,1,0.000000,N
19247,Pharmacol Pharm,Pharmacology & pharmacy,0,2,0.000000,N
19248,Pharmacol Res Nat Prod,Pharmacological research. Natural products,0,3,0.000000,N
19249,Pharmacol Res Rep,Pharmacological research. Reports,0,1,0.000000,N
19250,Pharmacy (Basel),"Pharmacy (Basel, Switzerland)",0,1622,0.000000,Y
19251,Pharmazie,Die Pharmazie,0,2440,0.000000,Y
19252,Pharmeur Bio Sci Notes,Pharmeuropa bio & scientific notes,0,136,0.000000,Y
19253,Pharmeur Sci Notes,Pharmeuropa scientific notes,0,18,0.000000,N
19254,Pharmeuropa Bio,Pharmeuropa bio,0,10,0.000000,N
19255,Pharos Alpha Omega Alpha Honor Med Soc,The Pharos of Alpha Omega Alpha-Honor Medical Society. Alpha Omega Alpha,0,381,0.000000,Y
